,Year,Kilometers_Driven,Owner_Type,Seats,Price,Company,Mileage(km/kg),Engine(CC),Power(bhp),Location_Bangalore,Location_Chennai,Location_Coimbatore,Location_Delhi,Location_Hyderabad,Location_Jaipur,Location_Kochi,Location_Kolkata,Location_Mumbai,Location_Pune,Fuel_Type_Diesel,Fuel_Type_LPG,Fuel_Type_Petrol,Transmission_Manual
2617,2014,62000,1,5.0,5.7,Hyundai,22.32,1582,126.32,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2618,2014,41994,1,5.0,3.41,Maruti,22.5,998,67.04,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2619,2010,108882,2,5.0,2.4,Ford,20.0,1399,68,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2620,2017,24806,1,6.0,5.6,Mahindra,18.15,1198,82,0,0,1,0,0,0,0,0,0,0,0,0,1,1
2621,2006,160000,1,5.0,1.0,Tata,17.0,1405,70,0,0,0,0,0,0,0,0,0,1,1,0,0,1
2622,2017,30000,1,7.0,8.2,Mahindra,18.49,1493,100,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2623,2015,51000,1,5.0,27.5,Audi,15.17,1968,181,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2624,2015,64876,1,5.0,3.5,Maruti,21.5,1197,81.80,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2625,2016,70536,1,5.0,4.58,Maruti,31.79,998,58.33,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2626,2017,25299,1,5.0,10.34,Maruti,24.3,1248,88.5,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2627,2006,89869,1,8.0,3.25,Mahindra,12.7,2609,116.6,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2628,2007,103515,3,7.0,5.0,Hyundai,12.6,1991,112,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2629,2008,68282,1,5.0,2.25,Hyundai,17.92,1086,62.1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2630,2014,60033,1,4.0,51.52,Porsche,18.18,2967,250,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2631,2018,51921,1,5.0,8.62,Maruti,24.3,1248,88.5,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2632,2017,18414,1,5.0,7.25,Maruti,23.4,1248,74,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2633,2016,40866,1,5.0,5.47,Honda,19.5,1199,86.76,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2634,2014,55001,1,5.0,31.0,Jaguar,16.36,2179,187.7,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2635,2017,20469,1,4.0,35.98,Mini,16.82,1998,189.08,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2636,2017,8500,1,5.0,3.42,Hyundai,21.1,814,55.2,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2637,2008,45000,2,5.0,11.5,Audi,16.77,2967,241.38,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2638,2016,6000,1,5.0,7.25,Hyundai,17.19,1197,81.86,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2639,2018,11000,1,5.0,8.0,Maruti,28.4,1248,74,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2640,2015,80064,1,5.0,7.33,Ford,22.7,1498,89.84,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2641,2016,29930,1,5.0,3.35,Maruti,18.9,998,67.1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2642,2013,49105,1,5.0,4.4,Volkswagen,20.34,1498,103.2,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2643,2012,55000,1,5.0,2.99,Toyota,17.6,1496,88.7,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2644,2015,23000,1,5.0,5.6,Honda,18.7,1199,88.7,1,0,0,0,0,0,0,0,0,0,0,0,1,1
2645,2016,54727,1,5.0,6.63,Volkswagen,20.14,1498,88.73,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2646,2018,31426,1,5.0,7.9,Volkswagen,21.66,1498,108.62,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2647,2015,53442,1,5.0,7.0,Honda,16.8,1497,116.3,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2648,2014,28000,1,5.0,4.95,Honda,16.5,1198,86.8,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2649,2017,13412,1,5.0,9.19,Skoda,14.3,1598,103.52,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2650,2011,70000,1,5.0,5.1,Hyundai,16.8,1493,110,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2651,2015,81310,1,5.0,5.9,Hyundai,21.19,1396,88.76,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2652,2019,13574,1,5.0,9.51,Maruti,21.4,1197,83.1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2653,2008,75000,2,5.0,3.9,Honda,11.1,2354,158.8,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2654,2014,58310,2,5.0,5.39,Maruti,19.1,1197,85.8,0,0,1,0,0,0,0,0,0,0,0,0,1,1
2655,2009,90000,2,5.0,3.0,Maruti,19.3,1248,73.9,0,0,0,0,0,0,0,0,0,1,1,0,0,1
2656,2012,83000,1,5.0,4.3,Maruti,23.4,1248,74,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2657,2017,37282,1,5.0,6.75,Maruti,20.85,1197,83.14,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2658,2017,23000,1,5.0,4.5,Hyundai,18.9,1197,82,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2659,2010,82000,1,5.0,2.75,Ford,17.8,1399,68,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2660,2016,31000,1,5.0,9.0,Hyundai,23.9,1582,126.2,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2661,2014,45001,2,5.0,2.55,Ford,20.0,1399,68.05,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2662,2014,50446,1,5.0,3.54,Tata,21.12,1248,88.8,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2663,2009,89000,1,5.0,4.25,Honda,13.5,1799,130,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2664,2007,72000,2,5.0,1.2,Maruti,19.7,796,46.3,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2665,2013,90000,1,5.0,19.5,BMW,22.48,1995,190,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2666,2015,76000,2,7.0,12.0,Mahindra,16.0,2179,140,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2667,2012,78401,1,5.0,3.9,Maruti,23.2,1248,73.94,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2668,2017,38426,1,5.0,9.13,Maruti,24.3,1248,88.5,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2669,2011,45000,1,7.0,2.25,Maruti,15.1,1196,73,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2670,2012,83000,1,5.0,3.25,Maruti,17.5,1197,85.8,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2671,2017,50170,1,5.0,14.79,Hyundai,17.01,1582,126.2,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2672,2010,37822,1,5.0,2.35,Maruti,22.5,998,67.04,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2673,2015,33517,1,5.0,3.1,Maruti,27.62,793,47,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2674,2014,110000,1,7.0,12.9,Hyundai,13.01,2199,194.3,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2675,2017,60000,1,5.0,2.5,Hyundai,21.1,814,55.2,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2676,2013,92408,1,5.0,3.65,Hyundai,18.5,1197,82.85,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2677,2014,45000,1,5.0,7.5,Hyundai,17.1,1591,121.3,1,0,0,0,0,0,0,0,0,0,0,0,1,1
2678,2013,33793,1,5.0,3.74,Honda,18.4,1198,86.8,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2679,2017,26327,1,5.0,5.86,Maruti,20.4,1197,81.80,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2680,2018,20604,1,5.0,39.62,Mercedes-Benz,19.27,2143,167.62,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2681,2018,61386,1,5.0,7.05,Maruti,25.2,1248,74,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2682,2018,11500,1,5.0,7.5,Maruti,28.4,1248,74,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2683,2012,58000,1,5.0,2.1,Chevrolet,25.44,936,57.6,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2684,2014,38000,1,5.0,11.6,Skoda,13.7,1798,157.75,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2685,2012,49000,2,5.0,19.25,Mercedes-Benz,14.84,2143,167.62,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2686,2017,72202,1,8.0,17.92,Toyota,13.68,2393,147.8,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2687,2016,7000,1,5.0,3.6,Hyundai,20.36,1197,78.9,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2688,2014,20000,2,5.0,4.5,Honda,25.8,1498,98.6,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2689,2017,14061,1,5.0,7.4,Hyundai,21.9,1396,88.76,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2690,2018,30706,1,5.0,59.29,Mercedes-Benz,11.57,2987,254.79,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2691,2011,51387,1,7.0,5.5,Mahindra,12.05,2179,120,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2692,2006,44000,2,5.0,1.75,Hyundai,15.3,1341,83,1,0,0,0,0,0,0,0,0,0,0,0,1,1
2693,2016,12208,1,5.0,6.75,Maruti,21.4,1197,83.1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2694,2011,55000,1,5.0,3.95,Chevrolet,16.52,1991,123.7,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2695,2011,61600,1,5.0,4.2,Hyundai,17.1,1591,121.3,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2696,2016,28414,1,5.0,8.4,Honda,17.0,1497,118,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2697,2017,27853,1,5.0,8.25,Volkswagen,17.21,1197,103.5,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2698,2013,55116,1,5.0,3.31,Honda,19.4,1198,86.8,1,0,0,0,0,0,0,0,0,0,0,0,1,1
2699,2017,26000,1,5.0,7.5,Maruti,26.59,1248,74,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2700,2012,45496,1,5.0,4.75,Honda,17.0,1497,118,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2701,2013,76000,2,7.0,8.79,Mahindra,11.18,2696,184,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2702,2014,136000,1,5.0,9.5,Skoda,13.1,1798,157.75,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2703,2010,38127,1,5.0,1.55,Maruti,19.7,796,46.3,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2704,2014,82450,1,5.0,5.85,Hyundai,23.0,1396,90,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2705,2014,62497,1,5.0,7.52,Ford,15.8,1499,110,0,0,1,0,0,0,0,0,0,0,0,0,1,1
2706,2011,86732,1,5.0,3.6,Nissan,23.08,1461,63.1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2707,2016,27969,1,5.0,4.73,Honda,19.4,1198,86.8,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2708,2013,66372,1,7.0,10.5,Mahindra,11.18,2696,184,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2709,2013,73525,1,5.0,34.54,BMW,16.46,2993,258,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2710,2018,20689,1,5.0,6.07,Hyundai,18.9,1197,81.86,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2711,2018,25093,1,5.0,7.76,Maruti,21.4,1197,83.1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
2712,2016,49176,1,8.0,7.46,Mahindra,11.68,2498,112,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2713,2012,87510,1,5.0,3.49,Renault,21.8,1461,78,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2714,2012,38214,2,5.0,4.05,Hyundai,18.5,1197,80,0,0,1,0,0,0,0,0,0,0,0,0,1,1
2715,2013,48986,1,6.0,11.88,Mitsubishi,10.5,2835,107.2,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2716,2011,88000,1,5.0,6.45,Toyota,14.53,1794,138.1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2717,2015,69002,1,5.0,50.0,BMW,15.97,2993,258,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2718,2011,43706,1,5.0,9.0,BMW,10.9,2497,215,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2719,2016,58671,1,5.0,14.25,Hyundai,17.01,1582,126.2,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2720,2017,49404,1,7.0,7.36,Mahindra,18.49,1493,100,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2721,2010,72000,1,8.0,4.4,Mahindra,12.05,2179,120,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2722,2016,24000,1,5.0,3.1,Renault,25.17,799,53.3,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2723,2017,53285,1,5.0,4.28,Renault,22.5,999,67,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2724,2017,12000,1,5.0,5.5,Maruti,16.1,1197,85,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2725,2012,45000,1,5.0,6.99,Skoda,17.0,1896,105,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2726,2018,26234,1,5.0,4.29,Maruti,24.7,796,47.3,0,0,1,0,0,0,0,0,0,0,0,0,1,1
2727,2014,55000,1,5.0,4.2,Maruti,18.6,1197,85.8,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2728,2012,90000,1,5.0,4.11,Hyundai,23.0,1396,90,0,0,0,0,0,0,0,0,0,1,1,0,0,1
2729,2015,48000,1,5.0,18.75,Audi,15.73,1968,174.33,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2730,2017,19863,1,5.0,64.95,Mercedes-Benz,11.57,2987,254.79,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2731,2010,55000,2,5.0,1.59,Hyundai,19.81,1086,68.05,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2732,2016,4800,1,5.0,3.6,Maruti,20.51,998,67.04,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2733,2017,38607,2,5.0,7.87,Honda,17.8,1497,117.3,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2734,2018,3958,1,5.0,5.55,Hyundai,18.9,1197,81.86,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2735,2014,74000,2,5.0,6.4,Honda,25.1,1498,98.6,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2736,2009,54540,3,5.0,2.65,Maruti,17.5,1298,85.8,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2737,2015,58400,1,5.0,5.5,Maruti,17.5,1298,85.8,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2738,2013,73648,1,7.0,7.31,Mahindra,15.1,2179,140,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2739,2016,83000,1,5.0,7.1,Maruti,28.09,1248,88.5,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2740,2016,16159,1,5.0,7.83,Hyundai,22.32,1582,126.32,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2741,2005,150000,1,5.0,0.85,Hyundai,13.1,1493,82,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2742,2014,22100,1,5.0,3.55,Honda,19.4,1198,86.8,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2743,2017,35043,1,5.0,8.19,Hyundai,17.19,1197,81.86,0,0,1,0,0,0,0,0,0,0,0,0,1,1
2744,2018,24000,1,5.0,28.0,BMW,18.88,1995,184,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2745,2015,480000,1,5.0,13.0,Volkswagen,16.96,1968,138.03,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2746,2011,70000,2,5.0,3.29,Volkswagen,15.26,1598,103.5,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2747,2015,13769,2,5.0,4.41,Maruti,16.1,1197,85,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2748,2013,58000,1,5.0,4.99,Renault,19.01,1461,108.45,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2749,2009,58000,1,5.0,17.98,BMW,18.56,1995,190,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2750,2018,18705,1,5.0,7.71,Fiat,20.5,1248,91.72,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2751,2013,32378,1,5.0,2.8,Maruti,20.51,998,67.04,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2752,2013,45000,1,5.0,3.0,Chevrolet,22.1,1248,76.9,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2753,2015,36836,1,7.0,12.49,Mahindra,15.1,2179,140,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2754,2016,54199,1,5.0,5.0,Tata,23.0,1248,88.8,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2755,2017,36935,1,5.0,32.64,BMW,18.56,1995,190,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2756,2015,23000,1,5.0,6.5,Maruti,25.2,1248,74,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2757,2015,14000,1,5.0,35.0,BMW,18.12,1995,190,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2758,2015,100073,2,5.0,2.0,Tata,25.0,1396,69.01,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2759,2015,59182,1,7.0,9.46,Mahindra,15.1,2179,140,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2760,2016,72132,2,7.0,39.0,Audi,12.07,2967,241.4,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2761,2009,79000,1,5.0,15.0,BMW,18.48,1995,177,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2762,2013,66930,1,5.0,6.15,Hyundai,17.1,1591,121.3,0,0,1,0,0,0,0,0,0,0,0,0,1,1
2763,2015,100000,2,7.0,14.5,Hyundai,13.01,2199,194.3,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2764,2018,27413,1,5.0,5.18,Maruti,20.51,998,67,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2765,2007,90000,2,5.0,1.24,Maruti,17.3,1061,64,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2766,2013,40300,1,5.0,2.8,Hyundai,18.5,1197,82.85,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2767,2011,73783,2,5.0,5.23,Skoda,13.7,1798,157.75,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2768,2005,86000,2,5.0,0.45,Hyundai,15.3,1341,83,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2769,2014,65694,1,5.0,3.25,Maruti,18.9,998,67.1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2770,2015,23000,1,5.0,1.5,Maruti,16.8,796,34.2,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2771,2012,51000,1,5.0,2.85,Hyundai,20.36,1197,78.9,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2772,2018,18335,1,5.0,4.5,Renault,21.7,999,67,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2773,2014,36000,1,5.0,16.25,Mercedes-Benz,15.0,2147,107.3,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2774,2017,25000,1,5.0,7.75,Volkswagen,17.21,1197,103.5,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2775,2007,81000,3,8.0,4.35,Mahindra,12.05,2179,120,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2776,2019,21719,1,7.0,33.13,Toyota,12.9,2755,174.5,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2777,2013,75421,1,5.0,3.63,Chevrolet,25.44,936,56.3,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2778,2010,80000,1,8.0,4.75,Toyota,12.8,2494,102,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2779,2018,10671,1,5.0,6.51,Maruti,20.85,1197,83.14,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2780,2018,4126,1,5.0,4.8,Renault,21.7,999,67,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2781,2017,98500,1,5.0,6.0,Tata,22.95,1248,74,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2782,2016,61578,1,5.0,6.4,Hyundai,18.9,1197,82,0,0,1,0,0,0,0,0,0,0,0,0,1,1
2783,2014,54000,1,5.0,4.9,Volkswagen,20.34,1498,103.2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2784,2013,70998,1,5.0,20.57,Audi,17.68,1968,174.33,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2785,2015,40082,1,5.0,4.76,Maruti,19.3,1248,73.9,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2786,2012,50619,1,5.0,2.0,Chevrolet,18.0,995,62,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2787,2009,103905,1,5.0,9.92,BMW,22.69,1995,190,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2788,2018,15334,1,5.0,3.69,Hyundai,21.1,814,55.2,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2789,2013,69000,1,5.0,5.75,Maruti,23.4,1248,74,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2790,2014,75160,1,5.0,5.7,Volkswagen,20.14,1498,88.5,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2791,2014,44753,1,5.0,4.94,Honda,18.0,1198,86.7,0,0,1,0,0,0,0,0,0,0,0,0,1,1
2792,2012,53024,1,5.0,4.29,Volkswagen,14.4,1598,103.6,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2793,2014,23840,1,5.0,3.0,Maruti,20.51,998,67.04,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2794,2014,81298,1,5.0,6.5,Volkswagen,20.14,1498,88.8,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2795,2015,59000,2,5.0,4.9,Volkswagen,16.47,1198,73.9,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2796,2016,51806,1,5.0,5.4,Honda,25.8,1498,98.6,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2797,2014,56000,1,5.0,24.0,Audi,18.53,1968,187.74,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2798,2019,29279,1,5.0,7.46,Tata,24.7,1047,69,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2799,2017,33550,1,5.0,9.6,Volkswagen,21.5,1498,108.5,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2800,2014,62000,1,5.0,25.0,Audi,18.53,1968,187.74,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2801,2014,66000,1,5.0,6.8,Nissan,19.01,1461,108.5,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2802,2016,46630,1,5.0,8.59,Skoda,21.66,1498,103.52,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2803,2016,72566,1,5.0,5.29,Ford,25.83,1498,99,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2804,2011,51482,1,8.0,2.5,Tata,15.42,1405,70,0,0,0,0,0,0,0,0,0,1,1,0,0,1
2805,2011,90000,1,5.0,13.9,Mercedes-Benz,14.84,2143,167.62,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2806,2014,69000,2,7.0,20.0,Toyota,13.0,2982,168.5,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2807,2011,90000,2,5.0,3.4,Honda,17.0,1497,118,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2808,2015,39000,1,5.0,5.5,Hyundai,18.6,1197,81.83,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2809,2012,110000,2,5.0,3.65,Volkswagen,20.54,1598,103.6,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2810,2011,68022,1,7.0,5.86,Ford,13.1,2499,141,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2811,2018,27852,1,5.0,10.44,Ford,14.8,1497,121.36,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2812,2011,68439,1,5.0,3.37,Hyundai,23.0,1396,90,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2813,2011,150000,1,8.0,6.95,Toyota,12.99,2494,100.6,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2814,2018,14000,1,5.0,9.9,Tata,21.5,1497,108.5,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2815,2012,71558,1,5.0,3.3,Ford,20.0,1399,68.05,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2816,2013,48000,2,4.0,50.5,Porsche,17.85,2967,300,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2817,2015,65800,1,5.0,12.5,Hyundai,17.01,1582,126.2,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2818,2014,53000,1,5.0,20.5,Audi,16.55,1968,140,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2819,2017,14600,1,7.0,14.5,Mahindra,16.0,2179,140,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2820,2017,34429,1,7.0,20.0,Isuzu,13.8,2999,174.57,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2821,2014,52000,1,5.0,5.25,Maruti,23.4,1248,74,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2822,2015,25470,1,5.0,5.9,Maruti,20.73,1373,91.1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2823,2013,22000,1,5.0,2.6,Hyundai,21.1,814,55.2,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2824,2007,75000,1,5.0,11.0,Mercedes-Benz,11.0,2987,198.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2825,2011,95995,1,5.0,15.5,BMW,18.48,1995,177,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2826,2017,26877,1,5.0,5.75,Hyundai,24.0,1186,73.97,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2827,2015,26000,1,5.0,75.0,Jaguar,14.47,2993,301.73,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2828,2007,140000,2,5.0,2.0,Maruti,17.8,1248,75,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2829,2008,95291,1,5.0,2.3,Hyundai,17.92,1086,62.1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2830,2009,135000,2,8.0,8.2,Toyota,12.8,2494,102,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2831,2015,32000,1,5.0,4.8,Hyundai,18.6,1197,81.83,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2832,2008,68333,2,5.0,8.5,Mercedes-Benz,11.0,2987,198.5,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2833,2011,72000,1,5.0,2.9,Ford,20.0,1399,68,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2834,2012,52100,1,5.0,6.5,Toyota,21.43,1364,86.79,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2835,2018,10000,1,5.0,5.85,Hyundai,18.9,1197,81.86,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2836,2019,6261,1,5.0,23.91,Jeep,16.3,1956,170,0,0,1,0,0,0,0,0,0,0,1,0,0,1
